csv-deviceId,csv-deviceIP,csv-host-name,/55/LAN_VPN_55_if_name/interface/if-name,/55/LAN_VPN_55_if_name/interface/ip/address,/55//router/bgp/as-num,/55//router/bgp/neighbor/bgp_VPN55_neighbor_address/address,/55//router/bgp/neighbor/bgp_VPN55_neighbor_address/remote-as,/33/LAN_VPN_33_if_name/interface/if-name,/33/LAN_VPN_33_if_name/interface/ip/address,/33//router/bgp/as-num,/33//router/bgp/neighbor/bgp_VPN33_neighbor_address/address,/33//router/bgp/neighbor/bgp_VPN33_neighbor_address/remote-as,/11/LAN_VPN_11_if_name/interface/if-name,/11/LAN_VPN_11_if_name/interface/ip/address,/11/LAN_MGMT_VPN_11_if_name/interface/if-name,/11/LAN_MGMT_VPN_11_if_name/interface/ip/address,/11/LAN_MGMT_VPN_11_if_name/interface/dhcp-helper,/11//router/bgp/as-num,/11//router/bgp/neighbor/bgp_VPN11_neighbor_address/address,/11//router/bgp/neighbor/bgp_VPN11_neighbor_address/remote-as,/0/vpn-instance/ip/route/0.0.0.0/0/next-hop/vpn_0_INET_next_hop_ip_address/address,/0/LAN_MAIN_for_SUB_INT/interface/if-name,/0/CELL_VPN_0_if_name/interface/if-name,/0/MPLS_VPN_0_if_name/interface/if-name,/0/INET_VPN_0_if_name/interface/if-name,//system/host-name,//system/system-ip,//system/site-id
"C8K-F4B7C162-AFF5-44CA-EE33-408772B1AD65","7.7.7.1","BR-1-R1","GigabitEthernet4.55","172.50.15.2/24","65001","172.50.15.1","65001","GigabitEthernet4.33","172.50.13.2/24","65001","172.50.13.1","65001","GigabitEthernet4.11","172.50.11.2/24","GigabitEthernet6","172.50.1.1/24","111.111.99.130","65001","172.50.11.1","65001","169.155.156.62","GigabitEthernet4","GigabitEthernet3","GigabitEthernet1","GigabitEthernet2","BR-1-R1","7.7.7.1","7"
